CardID,CustomerID,CardType,CreditLimit,IssueDate
CRD0556,C370,Business,181000.0,2024-06-13
CRD0557,C370,Gold,64000.0,2022-06-06
CRD0558,C371,Platinum,122000.0,2023-02-01
CRD0559,C371,Gold,31000.0,2020-11-21
CRD0560,C372,Gold,39000.0,2023-11-22
CRD0561,C373,Gold,68000.0,2022-09-20
CRD0562,C374,Student,7000.0,2022-06-05
CRD0563,C374,Student,3000.0,2020-12-20
CRD0564,C375,Platinum,85000.0,2020-07-27
CRD0565,C375,Silver,16000.0,2021-12-14
CRD0566,C376,Gold,71000.0,2019-11-05
CRD0567,C376,Silver,26000.0,2019-05-08
CRD0568,C377,Gold,68000.0,2021-05-21
CRD0569,C377,Student,10000.0,2021-12-03
CRD0570,C378,Student,9000.0,2020-08-31
CRD0571,C379,Platinum,148000.0,2025-08-12
CRD0572,C380,Silver,24000.0,2024-08-14
CRD0573,C380,Silver,22000.0,2023-01-30
CRD0574,C381,Gold,64000.0,2020-11-10
CRD0575,C382,Silver,15000.0,2021-01-03
CRD0576,C382,Silver,27000.0,2024-06-03
CRD0577,C383,Platinum,147000.0,2024-06-20
CRD0578,C383,Platinum,83000.0,2023-02-22
CRD0579,C383,Platinum,135000.0,2021-04-26
CRD0580,C384,Gold,49000.0,2024-04-07
CRD0581,C385,Gold,48000.0,2022-08-20
CRD0582,C385,Platinum,116000.0,2022-01-25
CRD0583,C385,Silver,18000.0,2025-06-28
CRD0584,C386,Platinum,133000.0,2023-03-31
CRD0585,C387,Silver,12000.0,2024-10-17
CRD0586,C388,Student,5000.0,2024-10-16
CRD0587,C389,Silver,21000.0,2024-06-17
CRD0588,C390,Student,2000.0,2024-08-17
CRD0589,C390,Student,9000.0,2020-11-09
CRD0590,C391,Platinum,51000.0,2021-05-16
CRD0591,C392,Silver,29000.0,2020-04-29
CRD0592,C393,Platinum,92000.0,2020-04-09
CRD0593,C393,Gold,55000.0,2024-05-16
CRD0594,C394,Platinum,102000.0,2019-04-02
CRD0595,C395,Platinum,125000.0,2020-10-21
CRD0596,C396,Platinum,147000.0,2020-08-24
CRD0597,C397,Platinum,73000.0,2024-10-17
CRD0598,C398,Silver,28000.0,2019-03-18
CRD0599,C398,Student,6000.0,2019-12-18
CRD0600,C398,Gold,63000.0,2024-04-14
CRD0601,C399,Platinum,108000.0,2025-09-27
CRD0602,C399,Platinum,104000.0,2021-01-14
CRD0603,C400,Gold,35000.0,2022-11-04
CRD0604,C400,Silver,29000.0,2025-08-16
CRD0605,C401,Silver,14000.0,2020-03-20
CRD0606,C402,Platinum,140000.0,2023-09-16
CRD0607,C403,Platinum,150000.0,2024-05-03
CRD0608,C403,Silver,29000.0,2019-06-09
CRD0609,C404,Gold,73000.0,2020-04-26
CRD0610,C404,Platinum,134000.0,2020-06-17
CRD0611,C405,Student,2000.0,2023-11-03
CRD0612,C405,Silver,25000.0,2019-06-27
CRD0613,C405,Student,8000.0,2021-07-28
CRD0614,C406,Gold,74000.0,2023-04-11
CRD0615,C406,Platinum,114000.0,2025-06-17
CRD0616,C406,Platinum,67000.0,2021-11-08
CRD0617,C407,Gold,30000.0,2022-03-06
CRD0618,C408,Silver,12000.0,2021-02-13
CRD0619,C408,Platinum,145000.0,2019-01-30
CRD0620,C409,Platinum,50000.0,2023-03-17
CRD0621,C409,Gold,69000.0,2022-07-17
CRD0622,C410,Platinum,104000.0,2025-07-25
CRD0623,C411,Silver,23000.0,2025-05-01
CRD0624,C412,Platinum,137000.0,2023-06-16
CRD0625,C413,Gold,75000.0,2025-04-02
CRD0626,C413,Gold,48000.0,2025-04-09
CRD0627,C414,Gold,27000.0,2025-06-24
CRD0628,C414,Silver,22000.0,2020-07-19
CRD0629,C415,Student,5000.0,2024-01-04
CRD0630,C415,Student,4000.0,2020-02-15
CRD0631,C416,Platinum,93000.0,2025-03-05
CRD0632,C417,Silver,11000.0,2020-10-20
CRD0633,C417,Gold,65000.0,2019-01-22
CRD0634,C418,Gold,55000.0,2025-09-24
CRD0635,C418,Platinum,58000.0,2021-12-13
CRD0636,C419,Platinum,54000.0,2023-04-24
CRD0637,C420,Gold,66000.0,2024-11-04
CRD0638,C420,Platinum,126000.0,2019-08-24
CRD0639,C420,Business,144000.0,2024-07-17
CRD0640,C421,Gold,67000.0,2024-10-23
CRD0641,C422,Platinum,126000.0,2024-09-22
CRD0642,C423,Platinum,71000.0,2019-05-28
CRD0643,C424,Student,4000.0,2019-12-22
CRD0644,C425,Silver,21000.0,2023-06-07
CRD0645,C425,Gold,37000.0,2024-10-21
CRD0646,C425,Platinum,140000.0,2019-10-09
CRD0647,C426,Gold,71000.0,2025-04-09
CRD0648,C426,Silver,21000.0,2022-11-24
CRD0649,C426,Business,170000.0,2021-07-15
CRD0650,C427,Platinum,101000.0,2025-06-12
CRD0651,C427,Platinum,72000.0,2023-07-26
CRD0652,C428,Platinum,77000.0,2022-04-20
CRD0653,C429,Platinum,115000.0,2021-11-21
CRD0654,C430,Gold,61000.0,2021-10-21
CRD0655,C430,Gold,49000.0,2025-04-25
CRD0656,C431,Gold,46000.0,2024-02-23
CRD0657,C432,Silver,10000.0,2024-05-28
CRD0658,C432,Platinum,58000.0,2023-04-17
CRD0659,C433,Student,5000.0,2022-07-17
CRD0660,C433,Gold,47000.0,2024-10-16
CRD0661,C434,Gold,41000.0,2021-10-13
CRD0662,C435,Silver,20000.0,2019-11-08
CRD0663,C436,Platinum,90000.0,2022-12-19
CRD0664,C436,Gold,61000.0,2022-01-07
CRD0665,C437,Gold,73000.0,2024-08-05
CRD0666,C438,Gold,40000.0,2021-12-23
CRD0667,C438,Gold,37000.0,2021-10-19
CRD0668,C439,Platinum,149000.0,2020-03-12
CRD0669,C439,Platinum,60000.0,2024-07-10
CRD0670,C440,Student,10000.0,2019-06-23
CRD0671,C440,Student,7000.0,2022-07-15
CRD0672,C441,Business,247000.0,2022-01-30
CRD0673,C442,Business,230000.0,2022-02-21
CRD0674,C443,Silver,14000.0,2019-08-10
CRD0675,C444,Platinum,119000.0,2019-05-14
CRD0676,C445,Silver,15000.0,2024-02-16
CRD0677,C446,Gold,54000.0,2022-07-16
CRD0678,C446,Gold,25000.0,2021-05-13
CRD0679,C446,Platinum,62000.0,2022-08-25
CRD0680,C447,Silver,15000.0,2025-02-24
CRD0681,C448,Platinum,128000.0,2022-11-06
CRD0682,C449,Gold,38000.0,2023-09-13
CRD0683,C450,Silver,22000.0,2022-02-19
CRD0684,C450,Silver,28000.0,2020-06-21
CRD0685,C451,Gold,31000.0,2022-01-10
CRD0686,C451,Platinum,105000.0,2023-11-06
CRD0687,C451,Silver,16000.0,2020-08-20
CRD0688,C452,Silver,25000.0,2019-02-09
CRD0689,C452,Platinum,135000.0,2020-07-04
CRD0690,C453,Gold,63000.0,2024-12-27
CRD0691,C453,Silver,25000.0,2022-05-13
CRD0692,C453,Gold,61000.0,2019-07-15
CRD0693,C454,Gold,46000.0,2021-06-01
CRD0694,C455,Gold,65000.0,2020-01-30
CRD0695,C455,Platinum,134000.0,2021-11-30
CRD0696,C456,Gold,41000.0,2022-11-10
CRD0697,C457,Platinum,136000.0,2025-10-16
CRD0698,C458,Platinum,128000.0,2025-01-14
CRD0699,C459,Gold,47000.0,2022-08-24
CRD0700,C460,Gold,72000.0,2024-01-05
CRD0701,C460,Silver,22000.0,2025-11-18
CRD0702,C461,Gold,34000.0,2020-11-17
CRD0703,C462,Silver,23000.0,2025-11-13
CRD0704,C462,Gold,29000.0,2019-11-21
CRD0705,C463,Silver,12000.0,2022-04-08
CRD0706,C464,Student,8000.0,2022-01-16
CRD0707,C464,Student,7000.0,2025-08-01
CRD0708,C465,Gold,35000.0,2021-01-23
CRD0709,C466,Platinum,80000.0,2021-10-27
CRD0710,C466,Silver,12000.0,2021-05-12
CRD0711,C467,Platinum,58000.0,2024-04-22
CRD0712,C468,Platinum,100000.0,2024-11-16
CRD0713,C469,Silver,18000.0,2020-09-28
CRD0714,C469,Silver,22000.0,2022-06-21
CRD0715,C470,Gold,53000.0,2020-06-01
CRD0716,C471,Student,2000.0,2019-05-24
CRD0717,C472,Gold,28000.0,2024-05-04
CRD0718,C472,Gold,59000.0,2022-01-20
CRD0719,C473,Platinum,139000.0,2025-01-17
CRD0720,C474,Gold,65000.0,2025-04-29
CRD0721,C475,Gold,59000.0,2022-06-22
CRD0722,C476,Gold,39000.0,2020-01-02
CRD0723,C476,Platinum,96000.0,2023-08-16
CRD0724,C476,Platinum,88000.0,2019-02-13
CRD0725,C477,Silver,14000.0,2022-11-09
CRD0726,C478,Student,9000.0,2024-05-08
CRD0727,C479,Platinum,92000.0,2025-09-11
CRD0728,C480,Platinum,97000.0,2021-02-11
CRD0729,C481,Student,8000.0,2021-10-20
CRD0730,C482,Silver,27000.0,2023-03-30
CRD0731,C483,Platinum,130000.0,2021-09-08
CRD0732,C484,Silver,29000.0,2022-01-18
CRD0733,C485,Gold,42000.0,2023-08-19
CRD0734,C486,Platinum,67000.0,2022-04-01
CRD0735,C487,Gold,64000.0,2022-01-19
CRD0736,C488,Platinum,102000.0,2019-03-21
CRD0737,C488,Platinum,118000.0,2019-04-01
CRD0738,C489,Platinum,84000.0,2020-05-27
CRD0739,C490,Silver,17000.0,2020-01-05
CRD0740,C490,Platinum,113000.0,2021-06-08
CRD0741,C491,Platinum,113000.0,2023-03-02
CRD0742,C492,Silver,20000.0,2019-11-25
CRD0743,C493,Business,114000.0,2021-12-27
CRD0744,C493,Silver,12000.0,2025-02-02
CRD0745,C494,Platinum,82000.0,2023-04-12
CRD0746,C495,Platinum,148000.0,2021-10-16
CRD0747,C495,Gold,53000.0,2021-10-09
CRD0748,C496,Platinum,108000.0,2020-01-20
CRD0749,C496,Gold,38000.0,2024-04-20
CRD0750,C497,Business,182000.0,2020-10-11
CRD0751,C498,Platinum,120000.0,2024-11-03
CRD0752,C498,Platinum,111000.0,2022-05-08
CRD0753,C499,Silver,16000.0,2020-04-07
CRD0754,C500,Platinum,51000.0,2020-11-16
CRD0755,C501,Student,9000.0,2026-05-12
CRD0756,C502,Gold,59000.0,2026-03-25
CRD0757,C503,Silver,13000.0,2026-04-20
CRD0758,C504,Silver,13000.0,2026-04-19
CRD0759,C505,Student,4000.0,2026-04-10
CRD0760,C506,Silver,11000.0,2026-03-31
CRD0761,C507,Silver,11000.0,2026-03-14
CRD0762,C508,Silver,18000.0,2026-03-10
CRD0763,C509,Silver,19000.0,2026-04-01
CRD0764,C510,Gold,46000.0,2026-04-08
CRD0765,C511,Silver,17000.0,2026-03-11
CRD0766,C512,Gold,54000.0,2026-04-01
CRD0767,C513,Silver,21000.0,2026-03-15
CRD0768,C514,Silver,24000.0,2026-04-23
CRD0769,C515,Gold,50000.0,2026-04-02
CRD0770,C516,Gold,43000.0,2026-05-12
CRD0771,C517,Gold,51000.0,2026-04-28
CRD0772,C518,Silver,20000.0,2026-03-25
CRD0773,C519,Gold,63000.0,2026-04-02
CRD0774,C520,Silver,16000.0,2026-04-08
CRD0775,C521,Gold,75000.0,2026-05-02
CRD0776,C522,Gold,67000.0,2026-04-01
CRD0777,C523,Silver,26000.0,2026-03-29
CRD0778,C524,Gold,25000.0,2026-05-05
CRD0779,C525,Student,6000.0,2026-04-06
CRD0780,C526,Silver,13000.0,2026-03-22
CRD0781,C527,Silver,10000.0,2026-04-18
CRD0782,C528,Gold,63000.0,2026-04-15
CRD0783,C529,Silver,17000.0,2026-05-15
CRD0784,C530,Student,7000.0,2026-05-12
CRD0785,C531,Silver,26000.0,2026-05-07
CRD0786,C532,Gold,63000.0,2026-05-04
CRD0787,C533,Silver,28000.0,2026-04-14
CRD0788,C534,Silver,28000.0,2026-05-06
CRD0789,C535,Gold,33000.0,2026-02-22
CRD0790,C536,Silver,13000.0,2026-03-14
CRD0791,C537,Silver,20000.0,2026-05-15
CRD0792,C538,Silver,24000.0,2026-03-16
CRD0793,C539,Silver,25000.0,2026-03-16
CRD0794,C540,Silver,28000.0,2026-04-12
CRD0795,C541,Silver,28000.0,2026-02-19
CRD0796,C542,Silver,13000.0,2026-05-06
CRD0797,C543,Gold,49000.0,2026-03-11
CRD0798,C544,Gold,37000.0,2026-05-01
CRD0799,C545,Gold,35000.0,2026-03-08
CRD0800,C546,Gold,30000.0,2026-05-02
CRD0801,C547,Gold,58000.0,2026-03-31
CRD0802,C548,Gold,25000.0,2026-05-14
CRD0803,C549,Gold,41000.0,2026-04-06
CRD0804,C550,Gold,37000.0,2026-02-24
