TransactionID,CustomerID,CardID,MerchantName,TransactionDate,Amount,TransactionType,Status,FraudFlag,Channel
TXN012825,C264,CRD0382,McDonalds,2021-03-17,69.46,Purchase,Approved,0,Online
TXN012826,C370,CRD0556,Google Play,2021-03-26,267.01,Purchase,Approved,0,Online
TXN012827,C328,CRD0489,Faithful to Nature,2022-08-28,157.33,Purchase,Approved,0,Online
TXN012828,C028,CRD0048,Romans Pizza,2021-03-06,112.52,Payment,Approved,0,Online
TXN012829,C038,CRD0059,Pep,2022-01-24,76.43,Purchase,Declined,0,Online
TXN012830,C325,CRD0483,Ster-Kinekor,2021-09-20,92.48,Purchase,Approved,0,Online
TXN012831,C410,CRD0622,Google Play,2021-06-25,27.11,Purchase,Approved,0,Online
TXN012832,C488,CRD0737,Romans Pizza,2024-01-07,248.23,Purchase,Approved,0,POS
TXN012833,C445,CRD0676,Pep,2020-11-30,52.43,Purchase,Declined,0,POS
TXN012834,C441,CRD0672,Mugg and Bean,2021-08-31,202.43,Withdrawal,Approved,0,ATM
TXN012835,C331,CRD0494,Woolworths,2021-08-11,1733.98,Withdrawal,Approved,0,ATM
TXN012836,C484,CRD0732,Kulula,2024-02-07,673.56,Purchase,Approved,0,POS
TXN012837,C252,CRD0364,Google Play,2022-07-19,229.1,Purchase,Approved,0,Online
TXN012838,C221,CRD0324,Pep,2020-08-28,25.85,Refund,Approved,0,POS
TXN012839,C476,CRD0722,Dis-Chem,2021-09-08,79.47,Refund,Approved,0,POS
TXN012840,C350,CRD0525,Shell,2021-05-28,1673.0,Purchase,Approved,0,POS
TXN012841,C082,CRD0126,Checkers,2023-01-07,575.86,Purchase,Approved,0,POS
TXN012842,C192,CRD0282,Apple iTunes,2022-10-19,134.2,Payment,Pending,0,Online
TXN012843,C153,CRD0231,Pep,2020-10-21,162.15,Purchase,Approved,0,POS
TXN012844,C415,CRD0630,Gold Reef City,2024-05-27,154.4,Withdrawal,Approved,0,ATM
TXN012845,C450,CRD0683,Takealot,2022-06-04,740.42,Purchase,Approved,0,Online
TXN012846,C154,CRD0232,Takealot,2023-09-26,218.16,Purchase,Approved,0,Online
TXN012847,C149,CRD0225,Pep,2020-11-10,45.02,Withdrawal,Approved,0,ATM
TXN012848,C348,CRD0520,TicketPro,2023-08-22,175.82,Purchase,Approved,0,POS
TXN012849,C400,CRD0604,Mugg and Bean,2021-02-16,320.32,Purchase,Approved,0,POS
TXN012850,C269,CRD0390,Clicks,2021-08-03,546.44,Purchase,Approved,0,POS
TXN012851,C068,CRD0105,Pick n Pay,2022-09-26,1255.03,Purchase,Approved,0,POS
TXN012852,C005,CRD0007,Nandos,2025-04-27,302.83,Purchase,Approved,0,POS
TXN012853,C082,CRD0125,Shell,2025-07-27,910.3,Purchase,Approved,0,POS
TXN012854,C357,CRD0536,Mr Price,2025-06-30,896.95,Withdrawal,Approved,0,ATM
TXN012855,C367,CRD0551,Cape Union Mart,2020-11-04,289.21,Purchase,Approved,0,Online
TXN012856,C285,CRD0414,Loot.co.za,2025-03-28,664.28,Purchase,Approved,0,Online
TXN012857,C292,CRD0426,Pep,2022-08-18,229.98,Purchase,Approved,0,POS
TXN012858,C144,CRD0217,Faithful to Nature,2022-10-10,676.29,Purchase,Approved,0,Online
TXN012859,C184,CRD0271,Google Play,2024-01-22,46.65,Withdrawal,Approved,0,Online
TXN012860,C241,CRD0349,Steers,2024-05-12,84.08,Purchase,Approved,0,Online
TXN012861,C433,CRD0660,Loot.co.za,2025-08-29,643.86,Purchase,Approved,0,Online
TXN012862,C031,CRD0051,Vida e Caffe,2022-02-04,48.14,Purchase,Approved,0,Online
TXN012863,C500,CRD0754,Google Play,2021-02-27,18.48,Purchase,Approved,0,Online
TXN012864,C137,CRD0206,Steers,2022-01-25,59.14,Withdrawal,Approved,0,ATM
TXN012865,C207,CRD0304,Wimpy,2023-01-23,247.93,Purchase,Approved,0,POS
TXN012866,C248,CRD0358,Woolworths,2021-02-22,290.96,Refund,Approved,0,Online
TXN012867,C010,CRD0016,FlySafair,2024-09-06,1684.34,Payment,Approved,0,Online
TXN012868,C146,CRD0221,Spotify,2022-03-10,59.02,Purchase,Approved,0,Online
TXN012869,C021,CRD0034,Google Play,2024-08-20,15.76,Withdrawal,Approved,0,Online
TXN012870,C368,CRD0554,McDonalds,2021-10-27,59.23,Withdrawal,Approved,0,ATM
TXN012871,C248,CRD0358,Google Play,2024-09-27,176.02,Purchase,Approved,0,Online
TXN012872,C292,CRD0428,Debonairs,2023-05-23,82.71,Payment,Approved,0,Online
TXN012873,C409,CRD0621,Romans Pizza,2025-10-25,257.44,Purchase,Approved,0,Online
TXN012874,C241,CRD0349,Clicks,2022-04-28,576.76,Withdrawal,Approved,0,ATM
TXN012875,C499,CRD0753,Clicks,2020-08-26,60.84,Purchase,Declined,0,Online
TXN012876,C099,CRD0153,Steers,2022-06-01,128.97,Purchase,Approved,0,POS
TXN012877,C397,CRD0597,Mugg and Bean,2023-03-27,99.86,Purchase,Approved,0,POS
TXN012878,C157,CRD0235,Dis-Chem,2023-08-18,753.05,Purchase,Approved,0,POS
TXN012879,C474,CRD0720,Nu Metro,2021-06-28,193.34,Purchase,Approved,0,POS
TXN012880,C498,CRD0752,Pep,2022-11-04,204.38,Purchase,Approved,0,ATM
TXN012881,C349,CRD0523,Google Play,2024-08-15,149.03,Purchase,Approved,0,Online
TXN012882,C078,CRD0121,Vida e Caffe,2020-05-29,43.59,Purchase,Approved,0,POS
TXN012883,C465,CRD0708,DStv,2021-07-23,116.31,Purchase,Declined,0,Online
TXN012884,C018,CRD0027,Nandos,2023-10-27,82.41,Purchase,Approved,0,POS
TXN012885,C284,CRD0413,Checkers,2022-04-08,522.4,Purchase,Approved,0,POS
TXN012886,C423,CRD0642,KFC,2023-04-29,188.21,Purchase,Declined,0,Online
TXN012887,C117,CRD0178,KFC,2024-04-04,99.03,Payment,Approved,0,Online
TXN012888,C061,CRD0094,Pep,2024-09-17,299.9,Purchase,Approved,0,ATM
TXN012889,C022,CRD0037,Bash.com,2022-07-27,934.35,Purchase,Declined,0,Online
TXN012890,C274,CRD0398,Chicken Licken,2020-11-19,74.98,Purchase,Approved,0,POS
TXN012891,C330,CRD0491,Dis-Chem,2020-11-12,445.24,Purchase,Approved,0,Online
TXN012892,C168,CRD0249,Woolworths,2024-12-31,1595.92,Payment,Approved,0,Online
TXN012893,C197,CRD0289,Spotify,2025-03-26,50.06,Purchase,Approved,0,Online
TXN012894,C062,CRD0095,Woolworths,2025-10-20,38.52,Refund,Approved,0,POS
TXN012895,C361,CRD0540,Shell,2021-05-23,814.48,Purchase,Approved,0,POS
TXN012896,C337,CRD0504,Apple iTunes,2021-07-26,67.29,Purchase,Approved,0,Online
TXN012897,C097,CRD0150,Debonairs,2024-04-06,109.74,Purchase,Approved,0,POS
TXN012898,C100,CRD0154,Makro,2021-05-30,898.23,Purchase,Approved,0,POS
TXN012899,C165,CRD0244,Takealot,2024-10-12,564.5,Withdrawal,Approved,0,Online
TXN012900,C107,CRD0164,Cape Union Mart,2022-11-27,1529.65,Purchase,Approved,0,POS
TXN012901,C090,CRD0138,Chicken Licken,2022-04-26,173.3,Withdrawal,Approved,0,ATM
TXN012902,C334,CRD0499,Clicks,2023-11-16,200.76,Purchase,Approved,0,POS
TXN012903,C038,CRD0060,Google Play,2022-09-11,30.61,Purchase,Approved,0,Online
TXN012904,C410,CRD0622,Woolworths,2020-05-28,1153.36,Purchase,Approved,0,POS
TXN012905,C021,CRD0035,Amazon.co.za,2023-05-04,3193.95,Withdrawal,Approved,0,Online
TXN012906,C318,CRD0469,Apple iTunes,2021-08-01,295.02,Purchase,Pending,0,Online
TXN012907,C117,CRD0178,BP,2024-11-28,1055.91,Purchase,Approved,0,POS
TXN012908,C376,CRD0567,Montecasino,2024-03-27,827.05,Purchase,Approved,0,Online
TXN012909,C364,CRD0544,Uber Eats,2025-04-10,103.23,Purchase,Declined,0,Online
TXN012910,C047,CRD0072,Spotify,2021-01-02,61.33,Purchase,Approved,0,Online
TXN012911,C089,CRD0136,Woolworths,2020-09-02,192.06,Refund,Approved,0,POS
TXN012912,C003,CRD0003,Apple iTunes,2025-06-01,137.67,Payment,Approved,0,Online
TXN012913,C040,CRD0063,Pep,2025-09-19,32.16,Purchase,Approved,0,Online
TXN012914,C405,CRD0613,Clicks,2022-02-10,250.88,Payment,Declined,0,Online
TXN012915,C152,CRD0229,Romans Pizza,2022-03-16,182.51,Purchase,Approved,0,Online
TXN012916,C446,CRD0678,Pep,2024-07-06,129.16,Purchase,Approved,0,POS
TXN012917,C105,CRD0161,Nandos,2021-09-29,246.07,Purchase,Approved,0,POS
TXN012918,C111,CRD0169,ShowMax,2023-08-11,77.68,Purchase,Declined,0,Online
TXN012919,C347,CRD0518,Google Play,2023-03-19,20.23,Purchase,Approved,0,Online
TXN012920,C383,CRD0577,Gold Reef City,2020-08-01,247.21,Withdrawal,Approved,0,ATM
TXN012921,C325,CRD0483,Ocean Basket,2021-10-05,288.09,Purchase,Approved,0,POS
TXN012922,C289,CRD0422,Chicken Licken,2024-03-11,278.39,Purchase,Approved,1,Online
TXN012923,C160,CRD0238,Wimpy,2021-01-08,174.61,Payment,Approved,0,Online
TXN012924,C211,CRD0310,Pep,2023-12-26,396.07,Purchase,Approved,0,Online
TXN012925,C189,CRD0277,Edgars,2020-09-26,281.8,Purchase,Approved,0,POS
TXN012926,C258,CRD0373,Clicks,2020-08-09,432.4,Purchase,Approved,0,ATM
TXN012927,C016,CRD0023,Nu Metro,2024-11-28,215.1,Purchase,Declined,0,Online
TXN012928,C098,CRD0151,KFC,2020-01-11,115.08,Payment,Approved,0,Online
TXN012929,C117,CRD0178,Takealot,2021-12-21,2284.54,Payment,Approved,0,Online
TXN012930,C372,CRD0560,Bash.com,2021-11-21,146.25,Purchase,Approved,0,Online
TXN012931,C015,CRD0022,Pick n Pay,2022-11-03,283.51,Purchase,Declined,0,POS
TXN012932,C266,CRD0386,Romans Pizza,2022-12-06,223.04,Payment,Approved,0,Online
TXN012933,C329,CRD0490,Checkers,2025-08-26,752.84,Payment,Approved,0,Online
TXN012934,C089,CRD0137,Sportsmans Whouse,2025-05-11,312.77,Purchase,Approved,0,POS
TXN012935,C388,CRD0586,Chicken Licken,2022-09-28,72.99,Purchase,Approved,0,POS
TXN012936,C027,CRD0046,Google Play,2022-03-07,50.82,Purchase,Approved,0,Online
TXN012937,C160,CRD0238,Clicks,2020-10-08,442.54,Purchase,Approved,0,Online
TXN012938,C112,CRD0172,Nu Metro,2022-06-09,62.56,Payment,Approved,0,Online
TXN012939,C494,CRD0745,Makro,2025-03-31,5223.03,Purchase,Approved,0,ATM
TXN012940,C430,CRD0654,Netflix,2021-07-27,159.84,Purchase,Declined,0,Online
TXN012941,C404,CRD0610,Sportsmans Whouse,2024-10-27,1022.82,Purchase,Approved,0,POS
TXN012942,C287,CRD0418,Loot.co.za,2022-09-13,2325.9,Purchase,Declined,0,Online
TXN012943,C387,CRD0585,Dis-Chem,2021-04-21,507.15,Purchase,Approved,0,POS
TXN012944,C320,CRD0471,Steers,2022-01-29,58.24,Purchase,Approved,0,Online
TXN012945,C191,CRD0280,Apple iTunes,2025-05-23,33.07,Purchase,Approved,0,Online
TXN012946,C376,CRD0566,Clicks,2020-12-29,423.29,Purchase,Approved,0,POS
TXN012947,C171,CRD0252,Uber Eats,2020-10-27,238.28,Withdrawal,Approved,0,Online
TXN012948,C304,CRD0446,Edgars,2022-11-30,614.85,Purchase,Declined,0,POS
TXN012949,C326,CRD0484,Steers,2021-08-21,91.03,Purchase,Approved,0,Online
TXN012950,C032,CRD0053,Sportsmans Whouse,2021-02-08,2360.17,Purchase,Approved,0,POS
TXN012951,C139,CRD0211,Wimpy,2024-02-26,296.51,Payment,Approved,1,Online
TXN012952,C361,CRD0540,Google Play,2023-10-25,67.09,Purchase,Approved,0,Online
TXN012953,C370,CRD0556,Gold Reef City,2021-07-28,597.27,Purchase,Approved,0,Online
TXN012954,C205,CRD0301,Dis-Chem,2022-06-20,1270.4,Purchase,Approved,1,POS
TXN012955,C088,CRD0134,Checkers,2024-01-26,104.12,Purchase,Declined,0,Online
TXN012956,C347,CRD0519,Ster-Kinekor,2020-12-07,169.91,Withdrawal,Approved,0,ATM
TXN012957,C180,CRD0265,Apple iTunes,2021-01-04,122.89,Purchase,Approved,0,Online
TXN012958,C293,CRD0429,Vida e Caffe,2022-08-27,64.15,Payment,Approved,0,Online
TXN012959,C157,CRD0235,Faithful to Nature,2023-01-15,724.51,Purchase,Approved,0,Online
TXN012960,C210,CRD0309,Clicks,2022-10-23,569.14,Purchase,Approved,0,POS
TXN012961,C086,CRD0130,Google Play,2025-08-23,200.05,Purchase,Approved,0,Online
TXN012962,C038,CRD0060,Pep,2022-11-26,52.08,Payment,Declined,0,Online
TXN012963,C239,CRD0347,Romans Pizza,2021-09-11,96.86,Purchase,Approved,0,POS
TXN012964,C386,CRD0584,Spur,2020-06-07,243.0,Withdrawal,Approved,0,ATM
TXN012965,C215,CRD0315,McDonalds,2020-02-10,137.72,Purchase,Approved,0,POS
TXN012966,C328,CRD0488,Samsung Store,2020-05-20,25848.97,Purchase,Approved,1,Online
TXN012967,C298,CRD0436,Apple iTunes,2021-05-27,372.29,Payment,Approved,0,Online
TXN012968,C049,CRD0076,Apple iTunes,2021-08-26,476.13,Purchase,Declined,0,Online
TXN012969,C304,CRD0446,Truworths,2025-10-02,1204.08,Withdrawal,Approved,0,ATM
TXN012970,C296,CRD0434,Debonairs,2022-10-25,137.64,Purchase,Approved,0,POS
TXN012971,C401,CRD0605,Mr Price,2024-05-21,1846.19,Purchase,Approved,1,POS
TXN012972,C487,CRD0735,Makro,2023-07-26,1579.25,Purchase,Approved,0,POS
TXN012973,C227,CRD0330,McDonalds,2020-04-24,115.64,Payment,Approved,0,Online
TXN012974,C429,CRD0653,Checkers,2022-11-08,174.66,Purchase,Approved,0,ATM
TXN012975,C461,CRD0702,Pep,2020-04-25,111.27,Purchase,Approved,0,POS
TXN012976,C007,CRD0010,Apple iTunes,2025-06-26,323.01,Purchase,Approved,0,Online
TXN012977,C327,CRD0486,Chicken Licken,2024-12-02,133.82,Withdrawal,Approved,0,ATM
TXN012978,C110,CRD0168,Debonairs,2020-11-25,191.62,Purchase,Approved,0,POS
TXN012979,C103,CRD0158,ShowMax,2025-11-07,36.39,Purchase,Approved,0,Online
TXN012980,C472,CRD0717,Samsung Store,2021-08-28,3967.44,Purchase,Approved,0,ATM
TXN012981,C267,CRD0387,Truworths,2022-07-03,329.44,Purchase,Declined,0,POS
TXN012982,C018,CRD0028,Cape Union Mart,2025-06-27,668.72,Purchase,Approved,0,POS
TXN012983,C240,CRD0348,Debonairs,2021-10-28,62.07,Payment,Approved,0,Online
TXN012984,C068,CRD0105,Amazon.co.za,2024-09-21,657.73,Purchase,Approved,0,Online
TXN012985,C394,CRD0594,Ocean Basket,2022-12-11,681.84,Purchase,Approved,0,POS
TXN012986,C285,CRD0415,Clicks,2020-12-03,432.9,Purchase,Approved,0,POS
TXN012987,C156,CRD0234,Chicken Licken,2021-11-28,40.58,Purchase,Approved,0,POS
TXN012988,C358,CRD0537,Faithful to Nature,2024-10-05,472.56,Purchase,Approved,0,Online
TXN012989,C350,CRD0525,Romans Pizza,2025-02-04,124.32,Purchase,Declined,0,POS
TXN012990,C093,CRD0144,Debonairs,2020-04-26,204.14,Purchase,Approved,0,POS
TXN012991,C334,CRD0499,Truworths,2020-10-07,1021.91,Purchase,Approved,0,ATM
TXN012992,C007,CRD0010,Totalsports,2022-06-16,305.58,Purchase,Approved,0,POS
TXN012993,C350,CRD0525,Incredible Connect,2020-10-02,8319.81,Withdrawal,Approved,0,ATM
TXN012994,C451,CRD0687,Totalsports,2025-02-26,1655.59,Purchase,Approved,0,POS
TXN012995,C005,CRD0006,Dis-Chem,2023-11-10,193.76,Purchase,Approved,0,Online
TXN012996,C206,CRD0303,TicketPro,2024-02-20,791.37,Purchase,Declined,0,POS
TXN012997,C365,CRD0548,Apple iTunes,2020-09-17,375.13,Purchase,Approved,0,Online
TXN012998,C210,CRD0309,DStv,2022-05-20,474.87,Purchase,Approved,0,Online
TXN012999,C093,CRD0144,Checkers,2022-06-28,639.95,Withdrawal,Approved,0,ATM
TXN013000,C217,CRD0317,ShowMax,2025-09-04,86.72,Purchase,Declined,0,Online
TXN013001,C324,CRD0481,KFC,2024-10-26,106.71,Purchase,Approved,0,POS
TXN013002,C489,CRD0738,McDonalds,2025-04-29,111.5,Purchase,Approved,0,POS
TXN013003,C455,CRD0695,Uber Eats,2025-02-25,328.95,Payment,Approved,1,Online
TXN013004,C343,CRD0514,Woolworths,2022-06-23,1220.03,Purchase,Approved,0,POS
TXN013005,C010,CRD0016,Chicken Licken,2021-05-26,57.84,Purchase,Approved,0,Online
TXN013006,C498,CRD0751,Steers,2020-10-10,249.26,Purchase,Approved,0,POS
TXN013007,C150,CRD0227,Loot.co.za,2020-08-28,1662.72,Purchase,Approved,0,Online
TXN013008,C038,CRD0059,Wimpy,2025-09-16,24.52,Refund,Approved,0,POS
TXN013009,C239,CRD0347,Amazon.co.za,2025-04-23,4139.47,Purchase,Approved,0,Online
TXN013010,C052,CRD0081,Spur,2022-01-29,411.56,Purchase,Approved,0,POS
TXN013011,C378,CRD0570,Steers,2022-12-04,54.96,Purchase,Approved,0,ATM
TXN013012,C082,CRD0125,Google Play,2023-04-27,185.19,Purchase,Approved,0,Online
TXN013013,C007,CRD0010,Nu Metro,2020-04-21,127.12,Purchase,Approved,0,POS
TXN013014,C043,CRD0068,Dis-Chem,2024-10-26,637.8,Purchase,Approved,0,POS
TXN013015,C039,CRD0062,Bash.com,2023-05-02,2218.68,Purchase,Pending,0,Online
TXN013016,C200,CRD0294,Debonairs,2021-02-23,23.07,Refund,Approved,0,POS
TXN013017,C117,CRD0178,Pep,2021-04-08,349.78,Withdrawal,Approved,0,ATM
TXN013018,C020,CRD0032,Google Play,2025-01-27,16.16,Purchase,Approved,0,Online
TXN013019,C271,CRD0393,Totalsports,2021-08-01,87.44,Refund,Declined,0,POS
TXN013020,C289,CRD0420,BP,2020-02-26,1129.82,Withdrawal,Approved,0,ATM
TXN013021,C238,CRD0344,Zando,2022-08-11,1706.94,Purchase,Declined,0,Online
TXN013022,C426,CRD0647,Apple iTunes,2025-01-18,369.41,Purchase,Approved,0,Online
TXN013023,C341,CRD0511,Checkers,2022-10-24,1224.13,Purchase,Approved,0,POS
TXN013024,C489,CRD0738,Dis-Chem,2024-12-14,600.5,Purchase,Approved,0,ATM
TXN013025,C130,CRD0196,Nu Metro,2023-04-17,77.25,Purchase,Declined,0,Online
TXN013026,C455,CRD0695,Romans Pizza,2020-11-06,64.78,Purchase,Approved,0,POS
TXN013027,C197,CRD0289,Takealot,2020-03-28,2912.89,Purchase,Approved,0,Online
TXN013028,C324,CRD0480,Bash.com,2024-09-05,2192.0,Purchase,Approved,0,Online
TXN013029,C267,CRD0388,Uber Eats,2025-06-25,239.61,Purchase,Approved,0,Online
TXN013030,C071,CRD0111,Nu Metro,2023-04-09,19.74,Refund,Approved,0,Online
TXN013031,C393,CRD0592,Uber Eats,2021-07-17,199.3,Purchase,Approved,0,Online
TXN013032,C025,CRD0042,Google Play,2021-10-26,63.81,Payment,Approved,0,Online
TXN013033,C055,CRD0085,Mugg and Bean,2023-10-08,333.59,Purchase,Approved,0,POS
TXN013034,C095,CRD0147,ShowMax,2023-07-26,98.92,Purchase,Approved,0,Online
TXN013035,C357,CRD0536,Takealot,2023-03-04,1048.16,Purchase,Approved,0,Online
TXN013036,C075,CRD0118,Builders Warehouse,2021-03-23,4271.34,Purchase,Approved,0,ATM
TXN013037,C446,CRD0678,Checkers,2022-05-15,1473.54,Purchase,Approved,0,Online
TXN013038,C025,CRD0043,Pep,2021-04-28,156.5,Purchase,Approved,0,POS
TXN013039,C046,CRD0071,Chicken Licken,2023-11-28,18.98,Refund,Approved,0,ATM
TXN013040,C414,CRD0628,Google Play,2025-05-05,70.6,Purchase,Approved,0,Online
TXN013041,C338,CRD0505,KFC,2022-04-27,141.52,Withdrawal,Approved,0,ATM
TXN013042,C207,CRD0305,Ster-Kinekor,2023-10-11,71.25,Refund,Declined,0,POS
TXN013043,C466,CRD0710,Google Play,2022-05-20,170.06,Withdrawal,Approved,0,Online
TXN013044,C134,CRD0202,Steers,2022-06-28,198.41,Purchase,Approved,0,POS
TXN013045,C256,CRD0369,Clicks,2025-02-06,127.78,Purchase,Approved,0,POS
TXN013046,C350,CRD0525,Steers,2021-08-19,173.05,Purchase,Approved,0,POS
TXN013047,C366,CRD0550,Romans Pizza,2021-06-09,178.99,Purchase,Approved,0,Online
TXN013048,C319,CRD0470,Pep,2021-07-18,31.31,Purchase,Approved,0,POS
TXN013049,C035,CRD0056,Steers,2022-06-27,146.78,Purchase,Declined,0,POS
TXN013050,C378,CRD0570,Mr Price,2025-07-01,174.64,Purchase,Approved,0,Online
TXN013051,C236,CRD0342,Ocean Basket,2024-06-22,539.73,Purchase,Approved,0,POS
TXN013052,C427,CRD0650,Foschini,2022-09-28,1021.02,Purchase,Approved,0,Online
TXN013053,C173,CRD0255,Checkers,2024-09-20,1314.87,Purchase,Approved,0,POS
TXN013054,C267,CRD0388,Superbalist,2020-05-10,395.95,Purchase,Approved,0,Online
TXN013055,C243,CRD0351,Google Play,2021-06-17,271.16,Purchase,Approved,0,Online
TXN013056,C311,CRD0458,Pep,2024-01-03,194.31,Purchase,Approved,0,ATM
TXN013057,C022,CRD0037,Netflix,2022-12-01,162.33,Purchase,Approved,0,Online
TXN013058,C041,CRD0064,Loot.co.za,2023-03-04,1366.78,Purchase,Approved,0,Online
TXN013059,C195,CRD0286,McDonalds,2024-06-25,177.18,Withdrawal,Approved,0,ATM
TXN013060,C376,CRD0566,Gold Reef City,2023-08-08,342.39,Purchase,Approved,0,POS
TXN013061,C422,CRD0641,Ocean Basket,2023-05-21,282.77,Payment,Approved,0,Online
TXN013062,C072,CRD0113,Chicken Licken,2025-02-27,51.34,Payment,Approved,0,Online
TXN013063,C184,CRD0271,Pick n Pay,2022-02-10,1997.06,Purchase,Approved,0,Online
TXN013064,C334,CRD0499,Takealot,2024-01-26,779.32,Purchase,Approved,0,Online
TXN013065,C193,CRD0283,Steers,2021-04-25,30.91,Refund,Approved,0,Online
TXN013066,C398,CRD0599,Takealot,2023-06-26,1678.09,Purchase,Approved,0,Online
TXN013067,C130,CRD0196,KFC,2020-05-14,39.68,Purchase,Declined,0,POS
TXN013068,C383,CRD0578,Pep,2024-11-25,378.28,Purchase,Approved,0,POS
TXN013069,C011,CRD0017,Google Play,2020-07-02,79.04,Purchase,Approved,0,Online
TXN013070,C200,CRD0295,Clicks,2025-02-02,231.49,Purchase,Approved,0,Online
TXN013071,C290,CRD0423,Chicken Licken,2023-10-28,118.08,Withdrawal,Approved,0,ATM
TXN013072,C408,CRD0619,Zando,2024-02-11,1766.34,Purchase,Declined,0,Online
TXN013073,C047,CRD0072,Sportsmans Whouse,2021-01-02,1663.1,Withdrawal,Approved,0,ATM
TXN013074,C185,CRD0272,Edgars,2023-01-03,414.86,Purchase,Approved,0,POS
TXN013075,C066,CRD0102,McDonalds,2020-11-18,66.09,Purchase,Approved,0,ATM
TXN013076,C497,CRD0750,Bash.com,2025-10-06,2613.01,Purchase,Approved,0,Online
TXN013077,C077,CRD0120,Ster-Kinekor,2024-03-28,72.28,Purchase,Approved,0,Online
TXN013078,C395,CRD0595,Ster-Kinekor,2020-01-26,58.25,Refund,Approved,0,POS
TXN013079,C111,CRD0169,Spur,2024-02-10,310.79,Purchase,Approved,0,Online
TXN013080,C162,CRD0240,Debonairs,2022-07-29,199.3,Purchase,Declined,0,POS
TXN013081,C033,CRD0054,Nandos,2025-03-27,120.16,Purchase,Approved,0,Online
TXN013082,C375,CRD0564,Uber Eats,2020-08-25,302.31,Payment,Approved,0,Online
TXN013083,C086,CRD0130,Pep,2021-01-12,317.74,Purchase,Approved,0,POS
TXN013084,C201,CRD0296,Nandos,2021-05-27,159.48,Purchase,Approved,0,POS
TXN013085,C385,CRD0581,Nandos,2021-06-30,127.78,Purchase,Approved,0,Online
TXN013086,C279,CRD0404,Montecasino,2024-05-31,1285.18,Withdrawal,Approved,0,ATM
TXN013087,C120,CRD0182,Truworths,2020-05-17,165.67,Payment,Approved,0,Online
TXN013088,C195,CRD0286,Foschini,2024-05-26,1785.28,Purchase,Declined,0,POS
TXN013089,C356,CRD0535,Google Play,2025-06-25,218.06,Purchase,Approved,0,Online
TXN013090,C336,CRD0503,Google Play,2020-12-18,146.27,Payment,Pending,0,Online
TXN013091,C268,CRD0389,Pep,2021-11-21,230.07,Withdrawal,Approved,0,ATM
TXN013092,C233,CRD0339,McDonalds,2025-05-26,58.95,Withdrawal,Approved,0,ATM
TXN013093,C391,CRD0590,Ocean Basket,2024-05-13,376.24,Purchase,Approved,0,Online
TXN013094,C452,CRD0689,Bash.com,2023-08-26,2206.83,Withdrawal,Approved,0,Online
TXN013095,C070,CRD0110,Steers,2020-08-18,211.48,Purchase,Approved,0,Online
TXN013096,C280,CRD0407,Google Play,2022-04-24,87.47,Purchase,Approved,0,Online
TXN013097,C452,CRD0689,McDonalds,2022-04-25,140.63,Payment,Approved,0,Online
TXN013098,C131,CRD0197,Edgars,2022-12-13,307.21,Purchase,Approved,0,POS
TXN013099,C229,CRD0332,Cape Union Mart,2022-06-25,223.45,Purchase,Approved,0,Online
TXN013100,C263,CRD0381,Pick n Pay,2023-06-27,1540.02,Purchase,Approved,0,POS
TXN013101,C416,CRD0631,McDonalds,2021-08-29,135.51,Withdrawal,Approved,0,ATM
TXN013102,C095,CRD0146,Builders Warehouse,2021-01-02,7550.3,Purchase,Approved,0,POS
TXN013103,C451,CRD0685,Google Play,2024-06-15,122.69,Purchase,Declined,0,Online
TXN013104,C426,CRD0648,KFC,2024-12-04,87.84,Purchase,Approved,0,POS
TXN013105,C250,CRD0362,Ocean Basket,2020-07-27,316.61,Purchase,Approved,0,POS
TXN013106,C451,CRD0686,Mugg and Bean,2025-04-05,325.93,Withdrawal,Approved,0,ATM
TXN013107,C217,CRD0317,Checkers,2022-03-28,2024.16,Purchase,Approved,0,POS
TXN013108,C177,CRD0260,Steers,2020-11-26,78.13,Purchase,Declined,0,POS
TXN013109,C495,CRD0747,Cape Union Mart,2023-03-23,1690.79,Purchase,Declined,0,Online
TXN013110,C025,CRD0042,Nandos,2023-10-22,160.43,Purchase,Declined,0,POS
TXN013111,C347,CRD0518,Clicks,2022-06-05,376.71,Purchase,Approved,0,Online
TXN013112,C287,CRD0418,Bash.com,2023-12-16,1477.18,Withdrawal,Approved,0,Online
TXN013113,C483,CRD0731,Takealot,2021-09-22,911.15,Payment,Approved,0,Online
TXN013114,C054,CRD0084,Pep,2024-09-27,113.35,Payment,Pending,0,Online
TXN013115,C277,CRD0401,Nandos,2022-04-19,350.17,Purchase,Approved,0,POS
TXN013116,C331,CRD0494,Spotify,2023-10-21,55.24,Purchase,Approved,0,Online
TXN013117,C453,CRD0690,Mr Price,2022-03-22,266.22,Purchase,Approved,0,ATM
TXN013118,C043,CRD0068,Mugg and Bean,2023-07-25,162.05,Purchase,Approved,0,Online
TXN013119,C306,CRD0449,Truworths,2020-09-06,252.49,Purchase,Approved,0,POS
TXN013120,C188,CRD0275,Google Play,2022-11-13,34.68,Withdrawal,Approved,0,Online
TXN013121,C326,CRD0484,Google Play,2020-10-21,179.51,Purchase,Approved,0,Online
TXN013122,C054,CRD0083,Pep,2025-09-06,166.15,Withdrawal,Declined,0,ATM
TXN013123,C179,CRD0263,Woolworths,2020-07-03,1097.38,Purchase,Approved,0,Online
